iter	Logloss
709	0.06308784376
710	0.06302151305
711	0.06264760032
712	0.06259172547
713	0.06240952536
714	0.06231051272
715	0.06230756338
716	0.06225743421
717	0.06225353531
718	0.06220320363
719	0.06205580904
720	0.06204979375
721	0.06197670878
722	0.06182137535
723	0.06173793972
724	0.0616521234
725	0.06158319867
726	0.06157592354
727	0.06147666883
728	0.06134926285
729	0.06131315839
730	0.0612191575
731	0.06094026851
732	0.06079681861
733	0.06071788253
734	0.06066150419
735	0.06061481453
736	0.06060982661
737	0.06056523449
738	0.06048539653
739	0.06039041716
740	0.0603576564
741	0.06015477285
742	0.0600149104
743	0.0598384737
744	0.05982924741
745	0.0597427559
746	0.05956641863
747	0.05955297425
748	0.05946135901
749	0.05944813003
750	0.05920077413
751	0.05913403838
752	0.05909482184
753	0.05900554067
754	0.05879773437
755	0.05873566474
756	0.05857150463
757	0.05840830103
758	0.05839694468
759	0.05839295487
760	0.05835681746
761	0.05812271308
762	0.05808989644
763	0.0580257061
764	0.05801152365
765	0.05797569085
766	0.0578530056
767	0.05781959751
768	0.05773945565
769	0.05772474779
770	0.05769770765
771	0.05756196207
772	0.05729353941
773	0.05728817369
774	0.05725849476
775	0.05723354732
776	0.05720892037
777	0.0570921655
778	0.05703838328
779	0.05702643486
780	0.05699126668
781	0.05697318035
782	0.05690553522
783	0.0568810291
784	0.05686345542
785	0.05663531972
786	0.05661170342
787	0.05652905154
788	0.05649300851
789	0.05647054718
790	0.05629912474
791	0.05601102035
792	0.05591413869
793	0.05583656212
794	0.05583142472
795	0.05581028974
796	0.05576752127
797	0.0556686871
798	0.05562783831
799	0.05553624579
800	0.05544200531
801	0.05538263628
802	0.05535488935
803	0.0551889799
804	0.05516487457
805	0.05514489676
806	0.05511027809
807	0.05509148321
808	0.05507357557
809	0.05506268246
810	0.05504182692
811	0.05486459028
812	0.05485118151
813	0.05483722241
814	0.05483339756
815	0.05481837732
816	0.05476292273
817	0.05473480869
818	0.05470040509
819	0.05458698698
820	0.05444445149
821	0.05443545972
822	0.05430830529
823	0.05415467931
824	0.05411316637
825	0.05404128228
826	0.05393002488
827	0.05390872675
828	0.05389060497
829	0.05381171972
830	0.05376895784
831	0.05373615903
832	0.05371372642
833	0.05369953549
834	0.05349979107
835	0.05338054367
836	0.053311171
837	0.05329384287
838	0.053188105
839	0.05309942422
840	0.05306911939
841	0.05299607643
842	0.05283773699
843	0.05279337454
844	0.05266899469
845	0.05261129893
846	0.05259641133
847	0.05253584439
848	0.05253115592
849	0.052440466
850	0.05240852484
851	0.05233051337
852	0.05230950851
853	0.05230486833
854	0.05227580838
855	0.05221972325
856	0.05221649943
857	0.05206515713
858	0.05206285625
859	0.0518593497
860	0.0518108229
861	0.05168107247
862	0.05160265439
863	0.05152814695
864	0.05151981905
865	0.05151555525
866	0.05143116004
867	0.05141770779
868	0.05124545678
869	0.05124090953
870	0.05107279222
871	0.05105302575
872	0.05104887254
873	0.05098263587
874	0.05092104826
875	0.05091684776
876	0.05080587403
877	0.05078346294
878	0.05073996326
879	0.05071093219
880	0.05059180654
881	0.05051415755
882	0.05051103283
883	0.05046137369
884	0.05045445772
885	0.05045032005
886	0.05044654047
887	0.05043711707
888	0.05039891522
889	0.05033061553
890	0.05019664876
891	0.05004094426
892	0.04998164603
893	0.0498596023
894	0.0498557242
895	0.04984091313
896	0.04967031273
897	0.04966697447
898	0.04961491738
899	0.04943871847
900	0.04930848481
901	0.04926527811
902	0.04911558611
903	0.04906351272
904	0.04900394717
905	0.04896890708
906	0.04896092318
907	0.04867008526
908	0.04850314919
909	0.04850020378
910	0.04843621054
911	0.04841412693
912	0.04832947611
913	0.04830645204
914	0.04828037784
915	0.04818386643
916	0.04811271823
917	0.04804658492
918	0.04794826716
919	0.04794164276
920	0.04793673335
921	0.04793029366
922	0.04792515962
923	0.04790651981
924	0.0478955987
925	0.04779417555
926	0.04778931556
927	0.04776756252
928	0.04774021611
929	0.04770319758
930	0.04769151824
931	0.04761203508
932	0.04759521241
933	0.04753187709
934	0.04752877773
935	0.04750306018
936	0.04745817272
937	0.0474286255
938	0.04741186732
939	0.04738253708
940	0.04736616571
941	0.04734937364
942	0.04722283344
943	0.04716309537
944	0.0471570799
945	0.04699758252
946	0.04694689396
947	0.04691430049
948	0.04686467466
949	0.04673737092
950	0.04673438588
951	0.04673042001
952	0.04660182103
953	0.04656408993
954	0.04656196144
955	0.04648943922
956	0.04636952607
957	0.04632775334
958	0.04629941509
959	0.04616536445
960	0.04614906616
961	0.04611175096
962	0.04599700488
963	0.04598590527
964	0.04590295957
965	0.04585274454
966	0.04584962025
967	0.04579301957
968	0.04569800858
969	0.04559177285
970	0.04551228716
971	0.04536914777
972	0.04525807723
973	0.04524853399
974	0.04518096494
975	0.04517202899
976	0.04515416316
977	0.04507037182
978	0.04501712513
979	0.04497535105
980	0.04496690319
981	0.04482435797
982	0.04479936667
983	0.0447888582
984	0.04478446825
985	0.04462454751
986	0.04458036101
987	0.04457718342
988	0.04455516569
989	0.04454551448
990	0.04448769518
991	0.04446910769
992	0.04440944506
993	0.04438944377
994	0.04435028969
995	0.04433669013
996	0.0443285377
997	0.04430517843
998	0.04429711174
999	0.04428032321
